credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,geography_germany,geography_spain,gender_male,low_engagement,inactive_with_products,activity_score,low_balance_ratio,high_salary_low_balance,poor_credit_for_age,stagnant_relationship,dormant_client,products_per_year,high_churn_risk,disengaged_client,young_inactive,senior_inactive,valuable_but_disengaged,value_engagement_ratio,age_tenure_interaction,balance_activity_interaction,salary_products_interaction,tenure_squared,age_cubed
579,35,1,129490.36,2,0,1,8590.83,1,0.0,1.0,0.0,0,0,1.5,0,0,1,0,0,1.8181818181818181,0,0,0,0,0,86.30074375,35,194235.54,17181.66,1,42875
756,44,10,137452.09,1,1,0,189543.9,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.09900990099009901,0,0,0,0,1,242.21925185185185,440,171815.1125,189543.9,100,85184
663,34,7,0.0,2,1,1,180427.24,0,0.0,0.0,1.0,0,0,2.5,1,1,0,0,0,0.28169014084507044,0,0,0,0,0,69.39509230769231,238,0.0,360854.48,49,39304
682,43,5,125851.93,1,1,1,193318.33,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,135.81713191489362,215,283166.84249999997,193318.33,25,79507
793,52,2,0.0,1,1,0,159123.82,1,0.0,1.0,1.0,1,0,1.25,1,1,0,0,1,0.47619047619047616,1,0,0,0,0,117.8694962962963,104,0.0,159123.82,4,140608
691,31,5,40915.55,1,1,0,126213.84,1,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,1,0,0,0,0,123.79954814814816,155,51144.4375,126213.84,25,29791
485,21,5,113157.22,1,1,1,54141.5,0,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,71.19094468085106,105,254603.745,54141.5,25,9261
635,29,5,138296.94,2,1,0,141075.51,0,0.0,1.0,0.0,0,1,1.5,0,0,0,0,1,0.3921568627450981,0,0,1,0,1,174.60778125000002,145,207445.41,282151.02,25,24389
650,37,5,106967.18,1,0,0,24495.03,0,0.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.19607843137254904,0,1,0,0,0,375.6063142857143,185,26741.795,24495.03,25,50653
735,44,9,120681.63,1,1,0,74836.34,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,144.82812592592592,396,150852.0375,74836.34,81,85184
416,32,0,0.0,2,0,1,878.87,0,0.0,0.0,1.0,0,0,1.5,1,0,1,0,0,20.0,0,0,0,0,0,0.54929375,0,0.0,1757.74,0,32768
754,32,7,0.0,2,1,0,89520.75,0,0.0,1.0,0.0,0,1,1.5,1,0,0,0,1,0.28169014084507044,0,0,0,0,0,55.95046875,224,0.0,179041.5,49,32768
535,48,9,0.0,1,1,0,149892.79,1,0.0,0.0,0.0,1,0,1.25,1,1,1,1,1,0.10989010989010989,1,0,0,0,0,111.0316962962963,432,0.0,149892.79,81,110592
716,42,8,0.0,2,1,0,180800.42,0,0.0,1.0,1.0,0,1,1.5,1,1,0,0,1,0.2469135802469136,0,0,0,0,0,113.0002625,336,0.0,361600.84,64,74088
539,37,2,127609.59,1,1,0,98646.22,0,0.0,0.0,1.0,1,0,1.25,0,0,1,0,1,0.47619047619047616,0,0,0,0,0,167.5968962962963,74,159511.9875,98646.22,4,50653
614,43,6,0.0,2,1,1,109041.53,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,41.93905,258,0.0,218083.06,36,79507
706,57,7,0.0,1,1,0,17941.16,1,0.0,1.0,1.0,1,0,1.25,1,0,0,1,1,0.14084507042253522,1,0,0,0,0,13.289748148148147,399,0.0,17941.16,49,185193
758,33,7,0.0,2,0,0,82996.47,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.28169014084507044,0,1,0,0,0,138.32745,231,0.0,165992.94,49,35937
586,28,2,0.0,2,1,1,92067.35,0,0.0,1.0,0.0,0,0,2.5,1,0,0,0,0,0.9523809523809523,0,0,0,0,0,35.41051923076923,56,0.0,184134.7,4,21952
646,73,6,97259.25,1,0,1,104719.66,0,0.0,0.0,0.0,0,0,1.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,149.6140074074074,438,121574.0625,104719.66,36,389017
631,33,4,123246.7,1,0,0,112687.57,0,1.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.24390243902439027,0,1,0,0,0,674.0979142857143,132,30811.675,112687.57,16,35937
717,22,6,101060.25,1,0,1,84699.56,0,0.0,1.0,0.0,0,0,1.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,137.59985925925926,132,126325.3125,84699.56,36,10648
684,30,2,0.0,2,1,0,83473.82,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.9523809523809523,0,0,0,0,0,52.17113750000001,60,0.0,166947.64,4,27000
800,49,6,108007.36,1,0,0,47125.11,0,0.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.1639344262295082,0,1,0,0,0,443.23562857142855,294,27001.84,47125.11,36,117649
721,36,2,0.0,2,1,1,106977.8,0,0.0,1.0,0.0,0,0,2.5,1,0,0,0,0,0.9523809523809523,0,0,0,0,0,41.145307692307696,72,0.0,213955.6,4,46656
683,29,0,133702.89,1,1,0,55582.54,1,0.0,1.0,1.0,1,0,1.25,0,0,0,0,1,10.0,0,0,1,0,0,140.21142962962963,0,167128.61250000002,55582.54,0,24389
660,31,9,125189.75,2,1,1,139874.43,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.21978021978021978,0,0,0,0,0,101.94776153846153,279,312974.375,279748.86,81,29791
704,24,7,113034.22,1,1,0,162503.48,1,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.14084507042253522,0,0,1,0,0,204.102,168,141292.775,162503.48,49,13824
615,41,9,109013.23,1,1,0,196499.96,0,0.0,1.0,0.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,226.30606666666668,369,136266.5375,196499.96,81,68921
667,39,2,0.0,2,1,0,40721.24,1,0.0,1.0,0.0,0,1,1.5,1,0,0,0,1,0.9523809523809523,0,0,0,0,0,25.450775,78,0.0,81442.48,4,59319
682,24,9,57929.81,2,0,0,53134.3,0,1.0,0.0,1.0,0,1,0.5,0,0,0,0,0,0.21978021978021978,0,1,1,0,0,185.10685,216,28964.905,106268.6,81,13824
484,29,4,130114.39,1,1,0,164017.89,0,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.24390243902439027,0,0,1,0,1,217.875762962963,116,162642.9875,164017.89,16,24389
628,27,5,95826.49,2,1,0,155996.96,0,1.0,0.0,1.0,0,1,1.5,0,1,0,0,1,0.3921568627450981,0,0,1,0,0,157.38965625,135,143739.73500000002,311993.92,25,19683
480,44,10,129608.57,1,1,0,5472.7,1,1.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.09900990099009901,0,0,0,0,0,100.06020000000001,440,162010.71250000002,5472.7,100,85184
578,30,6,169462.09,1,1,0,112187.11,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,1,208.62903703703705,180,211827.6125,112187.11,36,27000
512,40,5,0.0,2,1,1,146457.83,0,0.0,0.0,1.0,0,0,2.5,1,0,1,0,0,0.3921568627450981,0,0,0,0,0,56.32993461538461,200,0.0,292915.66,25,64000
484,35,7,133868.21,1,1,1,27286.1,0,0.0,1.0,0.0,0,0,2.25,0,0,1,1,0,0.14084507042253522,0,0,0,0,0,68.57630212765957,245,301203.4725,27286.1,49,42875
510,30,0,0.0,2,1,1,130553.47,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,20.0,0,0,0,0,0,50.212873076923074,0,0.0,261106.94,0,27000
606,36,5,190479.48,2,0,0,179351.89,0,1.0,0.0,1.0,0,1,0.5,0,0,0,0,0,0.3921568627450981,0,1,0,0,1,616.3856166666667,180,95239.74,358703.78,25,46656
597,40,8,101993.12,1,0,1,94774.12,0,0.0,1.0,0.0,0,0,1.25,0,0,1,1,0,0.1234567901234568,0,0,0,0,0,145.7535111111111,320,127491.4,94774.12,64,64000
754,55,3,161608.81,1,1,0,8080.85,1,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,0,0,0,0,0,125.69604444444445,165,202011.0125,8080.85,9,166375
850,45,5,122311.21,1,1,1,19482.5,0,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,60.33774893617022,225,275200.22250000003,19482.5,25,91125
510,65,2,0.0,2,1,1,48071.61,0,0.0,0.0,1.0,0,0,2.5,1,0,1,0,0,0.9523809523809523,0,0,0,0,0,18.48908076923077,130,0.0,96143.22,4,274625
778,45,1,162150.42,2,1,0,174531.27,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,1.8181818181818181,0,0,0,0,1,210.42605625,45,243225.63,349062.54,1,91125
636,42,2,0.0,2,1,1,55470.78,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.9523809523809523,0,0,0,0,0,21.334915384615385,84,0.0,110941.56,4,74088
804,50,4,0.0,1,1,1,8546.87,1,0.0,0.0,0.0,0,0,2.25,1,0,0,1,0,0.24390243902439027,0,0,0,0,0,3.636965957446809,200,0.0,8546.87,16,125000
514,32,8,0.0,2,1,0,95857.18,0,0.0,0.0,1.0,0,1,1.5,1,0,1,0,1,0.2469135802469136,0,0,0,0,0,59.910737499999996,256,0.0,191714.36,64,32768
730,39,1,99010.67,1,1,0,194945.8,0,0.0,0.0,0.0,1,0,1.25,0,0,0,0,1,0.9090909090909091,0,0,0,0,0,217.7455333333333,39,123763.3375,194945.8,1,59319
525,37,0,0.0,1,0,1,131521.72,0,0.0,1.0,0.0,0,0,1.25,1,0,1,0,0,10.0,0,0,0,0,0,97.42349629629629,0,0.0,131521.72,0,50653
616,30,5,0.0,2,0,1,196108.51,0,0.0,1.0,1.0,0,0,1.5,1,1,0,0,0,0.3921568627450981,0,0,0,0,0,122.56781875,150,0.0,392217.02,25,27000
687,34,7,111388.18,2,1,0,148564.76,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.28169014084507044,0,0,0,0,0,162.4705875,238,167082.27,297129.52,49,39304
715,41,8,56214.85,2,0,0,92982.61,1,0.0,0.0,0.0,0,1,0.5,0,0,0,0,0,0.2469135802469136,0,1,0,0,0,248.66243333333333,328,28107.425,185965.22,64,68921
512,36,3,84327.77,2,1,0,17675.36,0,0.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.6451612903225806,0,0,0,0,0,63.751956250000006,108,126491.655,35350.72,9,46656
479,40,1,0.0,2,0,0,114996.43,0,0.0,0.0,1.0,0,1,0.5,1,0,1,0,0,1.8181818181818181,0,0,0,0,0,191.66071666666664,40,0.0,229992.86,1,64000
601,32,8,93012.89,1,1,0,86957.42,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1234567901234568,1,0,0,0,0,133.31134074074075,256,116266.1125,86957.42,64,32768
580,29,9,61710.44,2,1,0,128077.8,0,0.0,1.0,1.0,0,1,1.5,0,0,0,0,1,0.21978021978021978,0,0,1,0,0,118.61765,261,92565.66,256155.6,81,24389
807,35,3,174790.15,1,1,1,600.36,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,74.63425957446808,105,393277.83749999997,600.36,9,42875
616,32,6,0.0,2,1,1,43001.46,0,0.0,1.0,0.0,0,0,2.5,1,0,0,0,0,0.3278688524590164,0,0,0,0,0,16.539023076923076,192,0.0,86002.92,36,32768
721,37,3,107720.64,1,1,1,158591.12,0,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,113.32415319148937,111,242371.44,158591.12,9,50653
501,57,10,0.0,2,1,1,47847.19,0,0.0,0.0,1.0,0,0,2.5,1,0,1,0,0,0.19801980198019803,0,0,0,0,0,18.402765384615385,570,0.0,95694.38,100,185193
521,35,6,96423.84,1,1,0,10488.44,0,0.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.1639344262295082,1,0,0,0,0,79.19428148148148,210,120529.79999999999,10488.44,36,42875
850,30,2,141040.01,1,1,1,5978.2,0,0.0,1.0,1.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,62.560940425531925,60,317340.0225,5978.2,4,27000
759,42,4,105420.18,1,0,1,121409.06,0,0.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,168.02165925925925,168,131775.22499999998,121409.06,16,74088
516,50,5,0.0,1,0,1,146145.93,1,0.0,1.0,1.0,0,0,1.25,1,0,1,1,0,0.19607843137254904,0,0,0,0,0,108.25624444444443,250,0.0,146145.93,25,125000
711,38,2,129022.06,2,1,1,14374.86,1,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,55.15266153846153,76,322555.15,28749.72,4,54872
512,33,3,176666.62,1,1,0,94670.77,0,0.0,1.0,1.0,1,0,1.25,0,0,1,1,1,0.3225806451612903,0,0,0,0,0,200.99065925925927,99,220833.275,94670.77,9,35937
550,37,3,0.0,1,1,1,179670.31,0,0.0,0.0,1.0,0,0,2.25,1,1,1,1,0,0.3225806451612903,0,0,0,0,0,76.45545106382978,111,0.0,179670.31,9,50653
608,41,3,89763.84,1,0,0,199304.74,1,0.0,1.0,0.0,1,0,0.25,0,1,0,1,0,0.3225806451612903,1,1,0,0,0,825.9102285714284,123,22440.96,199304.74,9,68921
618,34,5,134954.53,1,1,1,151954.39,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,122.0889021276596,170,303647.6925,151954.39,25,39304
643,45,5,0.0,1,1,0,142513.5,1,0.0,0.0,1.0,1,0,1.25,1,0,0,1,1,0.19607843137254904,1,0,0,0,0,105.56555555555556,225,0.0,142513.5,25,91125
671,45,2,106376.85,1,0,1,158264.62,0,0.0,0.0,1.0,0,0,1.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,196.0307185185185,90,132971.0625,158264.62,4,91125
689,33,2,161814.64,2,1,0,169381.9,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,0,0,1,206.99783750000003,66,242721.96000000002,338763.8,4,35937
603,31,8,0.0,2,1,1,169915.02,0,0.0,0.0,1.0,0,0,2.5,1,1,0,0,0,0.2469135802469136,0,0,0,0,0,65.35193076923076,248,0.0,339830.04,64,29791
620,41,9,0.0,2,0,0,88852.47,0,0.0,0.0,0.0,0,1,0.5,1,0,0,0,0,0.21978021978021978,0,1,0,0,0,148.08745,369,0.0,177704.94,81,68921
676,34,1,63095.01,1,1,1,40645.81,0,0.0,0.0,0.0,0,0,2.25,0,0,0,0,0,0.9090909090909091,0,0,0,0,0,44.145029787234044,34,141963.7725,40645.81,1,39304
572,26,4,118287.01,2,0,0,60427.3,0,1.0,0.0,1.0,0,1,0.5,0,0,0,0,0,0.48780487804878053,0,1,1,0,0,297.85718333333335,104,59143.505,120854.6,16,17576
668,47,7,106854.21,1,0,1,157959.02,1,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,196.15794814814814,329,133567.7625,157959.02,49,103823
695,46,7,49512.55,1,1,0,133007.34,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.14084507042253522,1,0,0,0,0,135.19991851851853,322,61890.6875,133007.34,49,97336
730,33,5,0.0,2,0,0,176576.62,0,0.0,1.0,0.0,0,1,0.5,1,1,0,0,0,0.3921568627450981,0,1,0,0,0,294.29436666666663,165,0.0,353153.24,25,35937
807,43,1,105799.32,2,1,0,34888.04,1,0.0,0.0,1.0,0,1,1.5,0,0,0,0,1,1.8181818181818181,0,0,0,0,0,87.92960000000001,43,158698.98,69776.08,1,79507
592,54,8,0.0,1,1,1,28737.71,1,0.0,0.0,1.0,0,0,2.25,1,0,1,1,0,0.1234567901234568,0,0,0,0,0,12.228812765957446,432,0.0,28737.71,64,157464
726,31,9,114722.05,2,1,1,98178.57,0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.21978021978021978,0,0,0,0,0,81.88485384615385,279,286805.125,196357.14,81,29791
514,30,7,0.0,1,0,1,125010.24,0,0.0,1.0,1.0,0,0,1.25,1,0,0,1,0,0.14084507042253522,0,0,0,0,0,92.60017777777779,210,0.0,125010.24,49,27000
567,42,4,0.0,2,1,1,167984.61,0,0.0,0.0,1.0,0,0,2.5,1,1,1,0,0,0.48780487804878053,0,0,0,0,0,64.60946538461538,168,0.0,335969.22,16,74088
850,33,10,0.0,1,1,0,4861.72,1,0.0,0.0,1.0,1,0,1.25,1,0,0,1,1,0.09900990099009901,1,0,0,0,0,3.601274074074074,330,0.0,4861.72,100,35937
671,45,6,99564.22,1,1,1,108872.45,1,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,88.69645531914892,270,224019.495,108872.45,36,91125
670,37,4,170557.91,2,1,0,198252.88,0,0.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.48780487804878053,0,0,0,0,1,230.50674375000003,148,255836.865,396505.76,16,50653
694,30,9,0.0,2,1,1,26960.31,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.21978021978021978,0,0,0,0,0,10.36935,270,0.0,53920.62,81,27000
547,39,6,74596.15,3,1,1,85746.52,1,1.0,0.0,0.0,0,0,2.75,0,0,1,0,0,0.49180327868852464,0,0,0,0,0,56.26058596491227,234,205139.41249999998,257239.56,36,59319
751,50,2,96888.39,1,1,0,77206.25,1,1.0,0.0,1.0,1,0,1.25,0,0,0,0,1,0.47619047619047616,1,0,0,0,0,128.9589925925926,100,121110.4875,77206.25,4,125000
594,29,3,130830.22,1,1,0,61048.53,0,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,0,0,1,0,0,142.1324074074074,87,163537.775,61048.53,9,24389
673,72,1,0.0,2,0,1,111981.19,0,0.0,0.0,1.0,0,0,1.5,1,0,0,0,0,1.8181818181818181,0,0,0,0,0,69.98824375,72,0.0,223962.38,1,373248
610,40,0,0.0,2,1,0,62232.6,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,20.0,0,0,0,0,0,38.895375,0,0.0,124465.2,0,64000
512,37,1,0.0,2,0,1,156105.03,0,0.0,0.0,0.0,0,0,1.5,1,1,1,0,0,1.8181818181818181,0,0,0,0,0,97.56564374999999,37,0.0,312210.06,1,50653
767,20,3,119714.25,2,0,1,150135.38,0,1.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,168.65601875000002,60,179571.375,300270.76,9,8000
585,67,5,113978.97,2,0,1,93146.11,0,0.0,0.0,0.0,0,0,1.5,0,0,1,0,0,0.3921568627450981,0,0,0,0,0,129.45317500000002,335,170968.45500000002,186292.22,25,300763
763,42,6,100160.75,1,1,0,33462.94,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,0,98.98051111111111,252,125200.9375,33462.94,36,74088
712,29,2,0.0,1,1,1,144375.0,0,0.0,0.0,0.0,0,0,2.25,1,0,0,0,0,0.47619047619047616,0,0,0,0,0,61.43617021276596,58,0.0,144375.0,4,24389
539,43,5,116220.5,3,1,0,55803.96,1,1.0,0.0,0.0,0,1,1.75,0,0,1,0,1,0.5882352941176471,0,0,0,0,0,92.9861945945946,215,203385.875,167411.88,25,79507
668,46,2,0.0,3,1,0,89048.46,1,0.0,0.0,0.0,0,1,1.75,1,0,0,0,1,1.4285714285714286,0,0,0,0,0,48.134302702702705,92,0.0,267145.38,4,97336
703,28,2,81173.83,2,0,1,162812.16,0,0.0,0.0,1.0,0,0,1.5,0,1,0,0,0,0.9523809523809523,0,0,0,0,0,152.49124375,56,121760.745,325624.32,4,21952
662,38,4,0.0,2,1,0,136259.65,0,0.0,1.0,1.0,0,1,1.5,1,0,0,0,1,0.48780487804878053,0,0,0,0,0,85.16228124999999,152,0.0,272519.3,16,54872
725,39,5,116803.8,1,1,0,124052.97,0,1.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,0,0,178.41242222222223,195,146004.75,124052.97,25,59319
703,37,8,105961.68,2,0,1,74158.8,0,0.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.2469135802469136,0,0,0,0,0,112.57529999999998,296,158942.52,148317.6,64,50653
659,67,6,117411.6,1,1,1,45071.09,1,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,69.14157021276596,402,264176.10000000003,45071.09,36,300763
523,34,7,0.0,2,1,0,62030.06,0,0.0,1.0,1.0,0,1,1.5,1,0,1,0,1,0.28169014084507044,0,0,0,0,0,38.7687875,238,0.0,124060.12,49,39304
635,40,10,123497.58,1,1,0,131953.23,1,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.09900990099009901,0,0,0,0,0,189.22282222222222,400,154371.975,131953.23,100,64000
772,26,7,152400.51,2,1,0,79414.0,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.28169014084507044,0,0,1,0,0,144.88406875,182,228600.765,158828.0,49,17576
545,26,1,0.0,2,1,1,199638.56,0,0.0,0.0,0.0,0,0,2.5,1,1,0,0,0,1.8181818181818181,0,0,0,0,0,76.78406153846154,26,0.0,399277.12,1,17576
634,24,8,103097.85,1,1,1,157577.29,0,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.1234567901234568,0,0,0,0,0,110.92559148936171,192,231970.1625,157577.29,64,13824
739,54,8,126418.14,1,1,0,134420.75,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.1234567901234568,0,0,0,0,0,193.2139925925926,432,158022.675,134420.75,64,157464
771,36,5,77846.9,1,0,0,99805.99,0,1.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.19607843137254904,1,1,0,0,0,507.57968571428574,180,19461.725,99805.99,25,46656
587,34,1,0.0,2,1,1,97932.68,0,0.0,1.0,0.0,0,0,2.5,1,0,1,0,0,1.8181818181818181,0,0,0,0,0,37.666415384615384,34,0.0,195865.36,1,39304
681,79,0,0.0,2,0,1,170968.99,0,0.0,0.0,0.0,0,0,1.5,1,1,0,0,0,20.0,0,0,0,0,0,106.85561874999999,0,0.0,341937.98,0,493039
544,37,2,79731.91,1,1,1,57558.95,0,1.0,0.0,1.0,0,0,2.25,0,0,1,0,0,0.47619047619047616,0,0,0,0,0,58.42164255319148,74,179396.79750000002,57558.95,4,50653
696,28,6,0.0,1,0,0,176713.47,0,0.0,1.0,1.0,1,0,0.25,1,1,0,1,0,0.1639344262295082,1,1,1,0,0,504.8956285714286,168,0.0,176713.47,36,21952
766,41,0,0.0,2,0,1,34283.23,0,0.0,1.0,1.0,0,0,1.5,1,0,0,0,0,20.0,0,0,0,0,0,21.427018750000002,0,0.0,68566.46,0,68921
727,34,10,0.0,2,1,1,198637.34,0,0.0,0.0,1.0,0,0,2.5,1,1,0,0,0,0.19801980198019803,0,0,0,0,0,76.39897692307692,340,0.0,397274.68,100,39304
671,34,6,37266.67,2,0,0,156917.12,0,1.0,0.0,0.0,0,1,0.5,0,1,0,0,0,0.3278688524590164,0,1,0,0,0,323.63964999999996,204,18633.335,313834.24,36,39304
693,30,4,127992.25,1,1,1,50457.2,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,75.93593617021277,120,287982.5625,50457.2,16,27000
850,38,3,54901.01,1,1,1,140075.55,0,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,82.96874893617021,114,123527.2725,140075.55,9,54872
732,42,9,108748.08,2,1,1,65323.11,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.21978021978021978,0,0,0,0,0,66.9504576923077,378,271870.2,130646.22,81,74088
726,48,6,99906.19,1,1,0,64323.24,0,0.0,1.0,0.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,0,121.65142962962962,288,124882.7375,64323.24,36,110592
557,32,6,184686.41,2,1,0,14956.44,0,0.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.3278688524590164,0,0,0,0,0,124.77678125,192,277029.615,29912.88,36,32768
682,26,0,110654.02,1,0,1,111879.21,0,0.0,0.0,0.0,0,0,1.25,0,0,0,0,0,10.0,0,0,0,0,0,164.83942962962965,0,138317.525,111879.21,0,17576
738,31,3,79019.8,1,1,1,18606.23,0,0.0,1.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,41.542991489361704,93,177794.55000000002,18606.23,9,29791
531,36,9,99240.51,1,1,0,123137.01,0,0.0,1.0,0.0,1,0,1.25,0,0,1,1,1,0.10989010989010989,0,0,0,0,0,164.72408888888887,324,124050.6375,123137.01,81,46656
498,34,2,0.0,2,1,1,148528.24,0,0.0,0.0,1.0,0,0,2.5,1,0,1,0,0,0.9523809523809523,0,0,0,0,0,57.126246153846154,68,0.0,297056.48,4,39304
651,36,7,0.0,2,1,0,13898.31,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.28169014084507044,0,0,0,0,0,8.68644375,252,0.0,27796.62,49,46656
549,39,7,0.0,1,0,0,81259.25,1,0.0,1.0,0.0,1,0,0.25,1,0,1,1,0,0.14084507042253522,1,1,0,0,0,232.1692857142857,273,0.0,81259.25,49,59319
791,35,7,52436.2,1,1,0,161051.75,0,1.0,0.0,0.0,1,0,1.25,0,1,0,1,1,0.14084507042253522,1,0,0,0,0,158.13922222222223,245,65545.25,161051.75,49,42875
650,41,7,0.0,2,0,1,191599.67,0,0.0,1.0,1.0,0,0,1.5,1,1,0,0,0,0.28169014084507044,0,0,0,0,0,119.74979375000001,287,0.0,383199.34,49,68921
733,34,3,100337.96,3,1,0,48559.19,1,1.0,0.0,1.0,0,1,1.75,0,0,0,0,1,0.9677419354838709,0,0,0,0,0,80.48494594594595,102,175591.43000000002,145677.57,9,39304
811,34,1,149297.19,2,1,1,186339.74,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,129.09112692307693,34,373242.975,372679.48,1,39304
707,30,8,0.0,2,1,0,33159.37,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.2469135802469136,0,0,0,0,0,20.72460625,240,0.0,66318.74,64,27000
712,28,4,145605.44,1,0,1,93883.53,0,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,177.39923703703704,112,182006.8,93883.53,16,21952
706,37,5,0.0,2,1,1,110899.3,0,0.0,1.0,0.0,0,0,2.5,1,0,0,0,0,0.3921568627450981,0,0,0,0,0,42.653576923076926,185,0.0,221798.6,25,50653
756,62,3,0.0,1,1,1,11199.04,1,0.0,0.0,1.0,0,0,2.25,1,0,0,1,0,0.3225806451612903,0,0,0,0,0,4.765548936170213,186,0.0,11199.04,9,238328
777,53,10,0.0,2,1,0,189992.97,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.19801980198019803,0,0,0,0,0,118.74560625,530,0.0,379985.94,100,148877
646,35,6,84026.86,1,0,1,164255.69,0,0.0,0.0,1.0,0,0,1.25,0,1,0,1,0,0.1639344262295082,0,0,0,0,0,183.91299999999998,210,105033.575,164255.69,36,42875
714,46,1,0.0,1,1,0,152167.79,1,0.0,0.0,1.0,1,0,1.25,1,1,0,0,1,0.9090909090909091,1,0,0,0,0,112.7168814814815,46,0.0,152167.79,1,97336
782,39,8,0.0,2,1,1,33949.67,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.2469135802469136,0,0,0,0,0,13.057565384615383,312,0.0,67899.34,64,59319
